obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
1161.109,,12,,,,,,,,,,,E1,,L4745
,1164.094,,5350000.0,C,50602.44,59190.46,3s2.3p.3d,3P*,0,3s2.3p.(2P*<3/2>).4f,2[3/2],1,E1,T6066LS',
,1189.0483,,66200.0,D,40991.884,49399.67,3s2.3p.4s,1P*,1,3s2.3p.4p,3S,1,E1,T8363c22,
1198.419,1198.4199,370,14000000.0,B,39760.285,48102.323,3s2.3p.4s,3P*,1,3s2.3p.4p,3D,2,E1,T8363c22,L4745
1199.157,1199.1569,220,10400000.0,C+,39683.163,48020.074,3s2.3p.4s,3P*,0,3s2.3p.4p,3D,1,E1,T8363c22,L4745
1203.151,1203.1504,440,17300000.0,B,39955.053,48264.292,3s2.3p.4s,3P*,2,3s2.3p.4p,3D,3,E1,T8363c22,L4745
1210.353,1210.3535,150,6100000.0,C+,39760.285,48020.074,3s2.3p.4s,3P*,1,3s2.3p.4p,3D,1,E1,T8363c22,L4745
,1219.6645,,1650.0,E,40991.884,49188.617,3s2.3p.4s,1P*,1,3s2.3p.4p,3P,2,E1,T8363c22,
1227.068,1227.0692,120,3200000.0,C+,39955.053,48102.323,3s2.3p.4s,3P*,2,3s2.3p.4p,3D,2,E1,T8363c22,L4745
,1239.0154,,155000.0,D+,40991.884,49060.601,3s2.3p.4s,1P*,1,3s2.3p.4p,3P,1,E1,T8363c22,
,1239.5832,,301000.0,C+,39955.053,48020.074,3s2.3p.4s,3P*,2,3s2.3p.4p,3D,1,E1,T8363c22,
,1243.9964,,48500.0,E,40991.884,49028.294,3s2.3p.4s,1P*,1,3s2.3p.4p,3P,0,E1,T8363c22,
,1302.952,,7600000.0,D,49060.601,56733.38,3s2.3p.4p,3P,1,3s2.3p.4d,3P*,0,E1,T6066LS,
,1303.092,,2530000.0,D,49028.294,56700.25,3s2.3p.4p,3P,0,3s2.3p.4d,3P*,1,E1,T6066LS,
,1308.603,,1880000.0,D,49060.601,56700.25,3s2.3p.4p,3P,1,3s2.3p.4d,3P*,1,E1,T6066LS,
,1310.2058,,1870000.0,D+,49060.601,56690.903,3s2.3p.4p,3P,1,3s2.3p.4d,3P*,2,E1,T6066LS,
,1315.2743,,30400.0,D,39683.163,47284.061,3s2.3p.4s,3P*,0,3s2.3p.4p,1P,1,E1,T8363c22,
1317.69,1317.6889,11,11800000.0,C+,47284.061,54871.031,3s2.3p.4p,1P,1,3s2.3p.5s,1P*,1,E1,T6066,L4745
,1328.7565,,461000.0,C,39760.285,47284.061,3s2.3p.4s,3P*,1,3s2.3p.4p,1P,1,E1,T8363c22,
,1330.904,,2970000.0,D+,49188.617,56700.25,3s2.3p.4p,3P,2,3s2.3p.4d,3P*,1,E1,T6066LS,
,1332.5626,,5330000.0,C,49188.617,56690.903,3s2.3p.4p,3P,2,3s2.3p.4d,3P*,2,E1,T6066LS,
,1339.74,,370000.0,D,54185.264,61647.36,3s2.3p.3d,3D*,1,3s2.3p.(2P*<3/2>).5f,2[3/2],1,E1,T6066LS',
,1343.309,,123000.0,E,54205.09,61647.36,3s2.3p.3d,3D*,2,3s2.3p.(2P*<3/2>).5f,2[3/2],1,E1,T6066LS',
,1360.6912,,1350.0,E,49850.83,57198.027,3s2.3p.3d,3F*,2,3s2.3p.5p,3D,3,E1,T6066LS,
,1363.194,,9400000.0,D+,49399.67,56733.38,3s2.3p.4p,3S,1,3s2.3p.4d,3P*,0,E1,T6066LS,
,1364.0682,,1440.0,E,39955.053,47284.061,3s2.3p.4s,3P*,2,3s2.3p.4p,1P,1,E1,T8363c22,
,1369.38,,9280000.0,C,49399.67,56700.25,3s2.3p.4p,3S,1,3s2.3p.4d,3P*,1,E1,T6066LS,
,1371.1352,,9230000.0,C,49399.67,56690.903,3s2.3p.4p,3S,1,3s2.3p.4d,3P*,2,E1,T6066LS,
,1376.2279,,46100.0,E,49933.775,57198.027,3s2.3p.3d,3F*,3,3s2.3p.5p,3D,3,E1,T6066LS,
,1390.5338,,4570000.0,C,51612.012,58801.529,3s2.3p.4p,1S,0,3s2.3p.4d,1P*,1,E1,T6066,
,1394.9676,,62000.0,E,49850.83,57017.496,3s2.3p.3d,3F*,2,3s2.3p.5p,3D,2,E1,T6066LS,
,1399.545,,508000.0,D+,50054.8,57198.027,3s2.3p.3d,3F*,4,3s2.3p.5p,3D,3,E1,T6066LS,
,1402.6476,,549000.0,D,49850.83,56978.256,3s2.3p.3d,3F*,2,3s2.3p.5p,3D,1,E1,T6066LS,
,1405.9985,,14200.0,D,40991.884,48102.323,3s2.3p.4s,1P*,1,3s2.3p.4p,3D,2,E1,T8363c22,
,1411.3016,,478000.0,D+,49933.775,57017.496,3s2.3p.3d,3F*,3,3s2.3p.5p,3D,2,E1,T6066LS,
,1422.4526,,265000.0,C,40991.884,48020.074,3s2.3p.4s,1P*,1,3s2.3p.4p,3D,1,E1,T8363c22,
,1444.477,,759.0,E,47284.061,54205.09,3s2.3p.4p,1P,1,3s2.3p.3d,3D*,2,E1,T8363c22,
,1448.6268,,16900.0,D,47284.061,54185.264,3s2.3p.4p,1P,1,3s2.3p.3d,3D*,1,E1,T8363c22,
,1536.1161,,110000.0,D,48020.074,54528.22,3s2.3p.4p,3D,1,3s2.3p.5s,3P*,2,E1,T5071LS,
,1538.174,,12100.0,E,54205.09,60704.53,3s2.3p.3d,3D*,2,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,E1,T6066LS',
,1550.698,,93700.0,D,54257.582,60704.53,3s2.3p.3d,3D*,3,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,E1,T6066LS',
,1555.7779,,1590000.0,C,48102.323,54528.22,3s2.3p.4p,3D,2,3s2.3p.5s,3P*,2,E1,T5071LS,
,1581.045,,798000.0,D,57017.496,63340.7,3s2.3p.5p,3D,2,3s2.3p.7d,3F*,3,E1,T6066LS,
,1582.7213,,896000.0,D,57198.027,63514.533,3s2.3p.5p,3D,3,3s2.3p.7d,3F*,4,E1,T6066LS,
,1583.3603,,4440000.0,C+,50189.389,56503.346,3s2.3p.4p,1D,2,3s2.3p.4d,1D*,2,E1,T6066,
,1587.1577,,3.97e-07,D,0.0,6298.85,3s2.3p2,3P,0,3s2.3p2,1D,2,E2,"c22,T4209",
,1588.4454,,2490000.0,C,48020.074,54313.818,3s2.3p.4p,3D,1,3s2.3p.5s,3P*,1,E1,T5071LS,
1588.839,1588.841,190,8770000.0,B,40991.884,47284.061,3s2.3p.4s,1P*,1,3s2.3p.4p,1P,1,E1,T8363c22,L4745
1596.004,1596.0063,40,8240000.0,C+,48264.292,54528.22,3s2.3p.4p,3D,3,3s2.3p.5s,3P*,2,E1,T5071LS,L4745
,1605.565,,720000.0,E,56978.256,63204.89,3s2.3p.5p,3D,1,3s2.3p.7d,3F*,2,E1,T6066LS,
1606.003,1606.0009,95,9620000.0,C,48020.074,54245.02,3s2.3p.4p,3D,1,3s2.3p.5s,3P*,0,E1,T5071LS,L4745
,1606.8297,,4.02e-06,D,77.115,6298.85,3s2.3p2,3P,1,3s2.3p2,1D,2,E2,"c22,T4209",
,1606.8297,,0.00071,D,77.115,6298.85,3s2.3p2,3P,1,3s2.3p2,1D,2,M1,"c22,T4209",
1609.48,1609.4787,20,7160000.0,C+,48102.323,54313.818,3s2.3p.4p,3D,2,3s2.3p.5s,3P*,1,E1,T5071LS,L4745
,1612.902,,589000.0,D,57583.657,63781.97,3s2.3p.4d,3F*,4,3s2.3p.(2P*<3/2>).7f,2[9/2],5,E1,T6066LS',
,1615.748,,131000.0,E,57017.496,63204.89,3s2.3p.5p,3D,2,3s2.3p.7d,3F*,2,E1,T6066LS,
1616.371,1616.3691,60,726000.0,C+,48020.074,54205.09,3s2.3p.4p,3D,1,3s2.3p.3d,3D*,2,E1,T8363c22,L4745
,1618.648,,209000.0,D,54528.22,60704.53,3s2.3p.5s,3P*,2,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,E1,T6066LS',
1621.568,1621.567,11,2250000.0,C+,48020.074,54185.264,3s2.3p.4p,3D,1,3s2.3p.3d,3D*,1,E1,T8363c22,L4745
,1624.1833,,628000.0,C+,48102.323,54257.582,3s2.3p.4p,3D,2,3s2.3p.3d,3D*,3,E1,T8363c22,
,1627.511,,91900.0,E,57198.027,63340.7,3s2.3p.5p,3D,3,3s2.3p.7d,3F*,3,E1,T6066LS,
,1638.0177,,4160000.0,C+,47284.061,53387.334,3s2.3p.4p,1P,1,3s2.3p.3d,1P*,1,E1,T8363c22,
1638.155,1638.1535,16,2020000.0,C+,48102.323,54205.09,3s2.3p.4p,3D,2,3s2.3p.3d,3D*,2,E1,T8363c22,L4745
,1643.4927,,713000.0,C+,48102.323,54185.264,3s2.3p.4p,3D,2,3s2.3p.3d,3D*,1,E1,T8363c22,
,1645.4533,,2.32e-05,D+,223.157,6298.85,3s2.3p2,3P,2,3s2.3p2,1D,2,E2,"c22,T4209",
,1645.4533,,0.00199,D,223.157,6298.85,3s2.3p2,3P,2,3s2.3p2,1D,2,M1,"c22,T4209",
,1664.308,,3400.0,E,57198.027,63204.89,3s2.3p.5p,3D,3,3s2.3p.7d,3F*,2,E1,T6066LS,
1668.077,1668.077,29,2790000.0,B,48264.292,54257.582,3s2.3p.4p,3D,3,3s2.3p.3d,3D*,3,E1,T8363c22,L4745
,1682.8159,,459000.0,C+,48264.292,54205.09,3s2.3p.4p,3D,3,3s2.3p.3d,3D*,2,E1,T8363c22,
1732.729,,28,,,,,,,,,,,E1,,L4745
,1775.74,,113000.0,E,57295.881,62925.8,3s2.3p.5p,3P,0,3s2.3p.6d,3D*,1,E1,T6066LS,
,1786.18,,83400.0,E,57328.789,62925.8,3s2.3p.5p,3P,1,3s2.3p.6d,3D*,1,E1,T6066LS,
,1828.36,,187000.0,D+,57468.239,62936.14,3s2.3p.5p,3P,2,3s2.3p.6d,3D*,3,E1,T6066LS,
,1828.45,,1560000.0,C,49060.601,54528.22,3s2.3p.4p,3P,1,3s2.3p.5s,3P*,2,E1,T6066LS,
,1831.82,,5170.0,E,57468.239,62925.8,3s2.3p.5p,3P,2,3s2.3p.6d,3D*,1,E1,T6066LS,
,1835.64,,139000.0,D,57328.789,62774.99,3s2.3p.5p,3P,1,3s2.3p.6d,3D*,2,E1,T6066LS,
,1857.21,,772000.0,C,57583.657,62966.61,3s2.3p.4d,3F*,4,3s2.3p.(2P*<3/2>).6f,2[9/2],5,E1,T6066LS',
,1859.477,,1370000.0,D+,56780.427,62156.816,3s2.3p.5p,1P,1,3s2.3p.6d,1D*,2,E1,T6066,
,1861.11,,1280000.0,C,56978.256,62349.93,3s2.3p.5p,3D,1,3s2.3p.6d,3F*,2,E1,T6066LS,
,1862.639,,638.0,E,48020.074,53387.334,3s2.3p.4p,3D,1,3s2.3p.3d,1P*,1,E1,T8363c22,
,1865.398,,1340000.0,C,57017.496,62376.82,3s2.3p.5p,3D,2,3s2.3p.6d,3F*,3,E1,T6066LS,
1872.29,1872.287,26,4340000.0,C+,49188.617,54528.22,3s2.3p.4p,3P,2,3s2.3p.5s,3P*,2,E1,T6066LS,L4745
,1873.53,,1490000.0,C+,57198.027,62534.08,3s2.3p.5p,3D,3,3s2.3p.6d,3F*,4,E1,T6066LS,
,1874.8,,231000.0,D,57017.496,62349.93,3s2.3p.5p,3D,2,3s2.3p.6d,3F*,2,E1,T6066LS,
,1883.88,,42600.0,E,57468.239,62774.99,3s2.3p.5p,3P,2,3s2.3p.6d,3D*,2,E1,T6066LS,
,1891.444,,1870000.0,C,49028.294,54313.818,3s2.3p.4p,3P,0,3s2.3p.5s,3P*,1,E1,T6066LS,
,1891.627,,20200.0,D,48102.323,53387.334,3s2.3p.4p,3D,2,3s2.3p.3d,1P*,1,E1,T8363c22,
,1900.65,,21000.0,D+,48102.323,53362.24,3s2.3p.4p,3D,2,3s2.3p.3d,1F*,3,E1,T8363c22,
,1903.076,,1380000.0,C,49060.601,54313.818,3s2.3p.4p,3P,1,3s2.3p.5s,3P*,1,E1,T6066LS,
,1928.33,,5290000.0,C,49060.601,54245.02,3s2.3p.4p,3P,1,3s2.3p.5s,3P*,0,E1,T6066LS,
,1930.425,,152000.0,D+,57198.027,62376.82,3s2.3p.5p,3D,3,3s2.3p.6d,3F*,3,E1,T6066LS,
1938.594,1938.594,15,3430000.0,B,49028.294,54185.264,3s2.3p.4p,3P,0,3s2.3p.3d,3D*,1,E1,T8363c22,L4745
,1940.5,,5900.0,E,57198.027,62349.93,3s2.3p.5p,3D,3,3s2.3p.6d,3F*,2,E1,T6066LS,
1943.297,1943.297,48,4420000.0,B,49060.601,54205.09,3s2.3p.4p,3P,1,3s2.3p.3d,3D*,2,E1,T8363c22,L4745
1949.338,1949.337,13,1370000.0,C,49399.67,54528.22,3s2.3p.4p,3S,1,3s2.3p.5s,3P*,2,E1,T6066LS,L4745
,1950.61,,2130000.0,C,49188.617,54313.818,3s2.3p.4p,3P,2,3s2.3p.5s,3P*,1,E1,T6066LS,
,1950.815,,2570000.0,C+,49060.601,54185.264,3s2.3p.4p,3P,1,3s2.3p.3d,3D*,1,E1,T8363c22,
,1961.04,,11200.0,D+,48264.292,53362.24,3s2.3p.4p,3D,3,3s2.3p.3d,1F*,3,E1,T8363c22,
1972.25,1972.251,110,5790000.0,B,49188.617,54257.582,3s2.3p.4p,3P,2,3s2.3p.3d,3D*,3,E1,T8363c22,L4745
1992.888,1992.888,31,1570000.0,B,49188.617,54205.09,3s2.3p.4p,3P,2,3s2.3p.3d,3D*,2,E1,T8363c22,L4745
,1997.38,,1250000.0,C,54185.264,59190.46,3s2.3p.3d,3D*,1,3s2.3p.(2P*<3/2>).4f,2[3/2],1,E1,T6066LS',
,1997.54,,483000.0,D+,57798.072,62802.86,3s2.3p.5p,1D,2,3s2.3p.6d,1F*,3,E1,T6066,
,,intens,,Acc,,,conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
,2001.342,,184000.0,C+,49188.617,54185.264,3s2.3p.4p,3P,2,3s2.3p.3d,3D*,1,E1,T8363c22,
,2005.87,,412000.0,D+,54205.09,59190.46,3s2.3p.3d,3D*,2,3s2.3p.(2P*<3/2>).4f,2[3/2],1,E1,T6066LS',
,2030.735,,1970000.0,D+,53387.334,58311.659,3s2.3p.3d,1P*,1,3s2.3p.5p,1S,0,E1,T6066,
,2034.941,,1200000.0,C,49399.67,54313.818,3s2.3p.4p,3S,1,3s2.3p.5s,3P*,1,E1,T6066LS,
,2035.333,,2.17,E,45276.188,50189.389,3s.3p3,3D*,1,3s2.3p.4p,1D,2,E1,T8363c22,
,2042.584,,97.3,E,45293.629,50189.389,3s.3p3,3D*,2,3s2.3p.4p,1D,2,E1,T8363c22,
,2054.425,,3370.0,D,45321.848,50189.389,3s.3p3,3D*,3,3s2.3p.4p,1D,2,E1,T8363c22,
,2063.834,,1150000.0,D+,49399.67,54245.02,3s2.3p.4p,3S,1,3s2.3p.5s,3P*,0,E1,T6066LS,
2092.284,,12,,,,,,,,,,,E1,,L4745
2136.007,2136.003,21,6070000.0,C+,50189.389,54871.031,3s2.3p.4p,1D,2,3s2.3p.5s,1P*,1,E1,T6066,L4745
,2155.06,,60800.0,E,57295.881,61936.13,3s2.3p.5p,3P,0,3s2.3p.5d,3P*,1,E1,T6066LS,
,2159.14,,182000.0,E,57328.789,61960.26,3s2.3p.5p,3P,1,3s2.3p.5d,3P*,0,E1,T6066LS,
,2170.45,,44700.0,E,57328.789,61936.13,3s2.3p.5p,3P,1,3s2.3p.5d,3P*,1,E1,T6066LS,
2206.873,,12,,,,,,,,,,,E1,,L4745
,2215.75,,42100.0,D,57328.789,61841.94,3s2.3p.5p,3P,1,3s2.3p.5d,3P*,2,E1,T6066LS,
,2238.19,,68100.0,D,57468.239,61936.13,3s2.3p.5p,3P,2,3s2.3p.5d,3P*,1,E1,T6066LS,
,2254.37,,1170000.0,C,53362.24,57798.072,3s2.3p.3d,1F*,3,3s2.3p.5p,1D,2,E1,T6066,
,2263.29,,167000.0,D,57541.918,61960.26,3s2.3p.5p,3S,1,3s2.3p.5d,3P*,0,E1,T6066LS,
,2267.194,,723000.0,C,53387.334,57798.072,3s2.3p.3d,1P*,1,3s2.3p.5p,1D,2,E1,T6066,
,2275.72,,165000.0,D,57541.918,61936.13,3s2.3p.5p,3S,1,3s2.3p.5d,3P*,1,E1,T6066LS,
,2286.39,,115000.0,D+,57468.239,61841.94,3s2.3p.5p,3P,2,3s2.3p.5d,3P*,2,E1,T6066LS,
,2294.083,,95700.0,C,49028.294,53387.334,3s2.3p.4p,3P,0,3s2.3p.3d,1P*,1,E1,T8363c22,
,2294.239,,196000.0,D,57798.072,62156.816,3s2.3p.5p,1D,2,3s2.3p.6d,1D*,2,E1,T6066,
,2296.43,,472000.0,D+,58311.659,62666.25,3s2.3p.5p,1S,0,3s2.3p.6d,1P*,1,E1,T6066,
,2311.213,,22100.0,D+,49060.601,53387.334,3s2.3p.4p,3P,1,3s2.3p.3d,1P*,1,E1,T8363c22,
,2325.57,,154000.0,D+,57541.918,61841.94,3s2.3p.5p,3S,1,3s2.3p.5d,3P*,2,E1,T6066LS,
,2371.98,,69900.0,E,57295.881,61511.77,3s2.3p.5p,3P,0,3s2.3p.5d,3D*,1,E1,T6066LS,
,2381.68,,546.0,E,49188.617,53387.334,3s2.3p.4p,3P,2,3s2.3p.3d,1P*,1,E1,T8363c22,
,2390.64,,51200.0,E,57328.789,61511.77,3s2.3p.5p,3P,1,3s2.3p.5d,3D*,1,E1,T6066LS,
,2396.0,,60600.0,C+,49188.617,53362.24,3s2.3p.4p,3P,2,3s2.3p.3d,1F*,3,E1,T8363c22,
,2427.73,,88300.0,D,57328.789,61447.86,3s2.3p.5p,3P,1,3s2.3p.5d,3D*,2,E1,T6066LS,
,2435.119,,117000.0,D+,57468.239,61574.814,3s2.3p.5p,3P,2,3s2.3p.5d,3D*,3,E1,T6066LS,
,2458.094,,70100.0,C+,50189.389,54257.582,3s2.3p.4p,1D,2,3s2.3p.3d,3D*,3,E1,T8363c22,
,2473.09,,3090.0,E,57468.239,61511.77,3s2.3p.5p,3P,2,3s2.3p.5d,3D*,1,E1,T6066LS,
,2480.95,,740000.0,C+,57583.657,61614.37,3s2.3p.4d,3F*,4,3s2.3p.(2P*<3/2>).5f,2[9/2],5,E1,T6066LS',
,2490.225,,389.0,E,50189.389,54205.09,3s2.3p.4p,1D,2,3s2.3p.3d,3D*,2,E1,T8363c22,
,2502.581,,7960.0,D,50189.389,54185.264,3s2.3p.4p,1D,2,3s2.3p.3d,3D*,1,E1,T8363c22,
,2507.734,,4920.0,D,49399.67,53387.334,3s2.3p.4p,3S,1,3s2.3p.3d,1P*,1,E1,T8363c22,
,2512.8,,26500.0,D,57468.239,61447.86,3s2.3p.5p,3P,2,3s2.3p.5d,3D*,2,E1,T6066LS,
,2529.23,,53400.0,D,59032.19,62985.96,3s2.3p.4d,3D*,2,3s2.3p.(2P*<3/2>).6f,2[3/2],1,E1,T6066LS',
,2544.88,,158000.0,D+,59056.508,62985.96,3s2.3p.4d,3D*,1,3s2.3p.(2P*<3/2>).6f,2[3/2],1,E1,T6066LS',
,2555.957,,6260.0,C,45276.188,49188.617,3s.3p3,3D*,1,3s2.3p.4p,3P,2,E1,T8363c22,
,2567.402,,86600.0,C,45293.629,49188.617,3s.3p3,3D*,2,3s2.3p.4p,3P,2,E1,T8363c22,
,2586.138,,427000.0,C+,45321.848,49188.617,3s.3p3,3D*,3,3s2.3p.4p,3P,2,E1,T8363c22,
,2642.418,,124000.0,C,45276.188,49060.601,3s.3p3,3D*,1,3s2.3p.4p,3P,1,E1,T8363c22,
,2654.652,,342000.0,C+,45293.629,49060.601,3s.3p3,3D*,2,3s2.3p.4p,3P,1,E1,T8363c22,
,2665.17,,492000.0,C,45276.188,49028.294,3s.3p3,3D*,1,3s2.3p.4p,3P,0,E1,T8363c22,
,2711.52,,2440000.0,B,57017.496,60705.464,3s2.3p.5p,3D,2,3s2.3p.5d,3F*,3,E1,T6066LS,
,2726.887,,2270000.0,B,56978.256,60645.441,3s2.3p.5p,3D,1,3s2.3p.5d,3F*,2,E1,T6066LS,
,2739.036,,2660000.0,B,57198.027,60848.946,3s2.3p.5p,3D,3,3s2.3p.5d,3F*,4,E1,T6066LS,
,2756.381,,407000.0,C,57017.496,60645.441,3s2.3p.5p,3D,2,3s2.3p.5d,3F*,2,E1,T6066LS,
,2758.5,,570000.0,C+,57798.072,61423.23,3s2.3p.5p,1D,2,3s2.3p.5d,1F*,3,E1,T6066,
,2840.56,,3270000.0,B,56780.427,60300.86,3s2.3p.5p,1P,1,3s2.3p.5d,1D*,2,E1,T6066,
,2851.085,,263000.0,C,57198.027,60705.464,3s2.3p.5p,3D,3,3s2.3p.5d,3F*,3,E1,T6066LS,
,2900.725,,9870.0,E,57198.027,60645.441,3s2.3p.5p,3D,3,3s2.3p.5d,3F*,2,E1,T6066LS,
,2906.446,,1960000.0,C,54871.031,58311.659,3s2.3p.5s,1P*,1,3s2.3p.5p,1S,0,E1,T6066,
,2915.96,,287000.0,D+,60704.53,64133.93,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,3s2.3p.8d,3F*,4,E1,T6066LS',
,3000.99,,783.0,E,57372.297,60704.53,3s2.3p.4d,3F*,2,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,E1,T6066LS',
,3033.154,,457000.0,C,54245.02,57541.918,3s2.3p.5s,3P*,0,3s2.3p.5p,3S,1,E1,T6066LS,
,3046.018,,12200.0,E,54185.264,57468.239,3s2.3p.3d,3D*,1,3s2.3p.5p,3P,2,E1,T6066LS,
,3064.524,,179000.0,C,54205.09,57468.239,3s2.3p.3d,3D*,2,3s2.3p.5p,3P,2,E1,T6066LS,
,3068.408,,145000.0,D+,51612.012,54871.031,3s2.3p.4p,1S,0,3s2.3p.5s,1P*,1,E1,T6066,
,3073.19,,25900.0,D,57450.58,60704.53,3s2.3p.4d,3F*,3,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,E1,T6066LS',
,3085.88,,27000.0,E,60704.53,63945.1,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,3s2.3p.8d,3F*,3,E1,T6066LS',
,3097.797,,1290000.0,C+,54313.818,57541.918,3s2.3p.5s,3P*,1,3s2.3p.5p,3S,1,E1,T6066LS,
,3114.627,,955000.0,C+,54257.582,57468.239,3s2.3p.3d,3D*,3,3s2.3p.5p,3P,2,E1,T6066LS,
,3127.008,,152000.0,C+,50189.389,53387.334,3s2.3p.4p,1D,2,3s2.3p.3d,1P*,1,E1,T8363c22,
,3151.74,,2250000.0,B,50189.389,53362.24,3s2.3p.4p,1D,2,3s2.3p.3d,1F*,3,E1,T8363c22,
,3168.66,,986.0,E,60704.53,63860.44,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,3s2.3p.8d,3F*,2,E1,T6066LS',
,3170.154,,980000.0,C+,54313.818,57468.239,3s2.3p.5s,3P*,1,3s2.3p.5p,3P,2,E1,T6066LS,
,3181.142,,267000.0,C,54185.264,57328.789,3s2.3p.3d,3D*,1,3s2.3p.5p,3P,1,E1,T6066LS,
,3201.333,,785000.0,C+,54205.09,57328.789,3s2.3p.3d,3D*,2,3s2.3p.5p,3P,1,E1,T6066LS,
,3204.23,,264000.0,C,57583.657,60704.53,3s2.3p.4d,3F*,4,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,E1,T6066LS',
,3214.796,,1030000.0,C,54185.264,57295.881,3s2.3p.3d,3D*,1,3s2.3p.5p,3P,0,E1,T6066LS,
,3242.785,,1220000.0,C+,54245.02,57328.789,3s2.3p.5s,3P*,0,3s2.3p.5p,3P,1,E1,T6066LS,
,3258.79,,9110.0,E,59917.336,62985.96,3s2.3p.nd,a 3P*,2,3s2.3p.(2P*<3/2>).6f,2[3/2],1,E1,T6066LS',
,3263.45,,110000.0,D,56978.256,60042.5,3s2.3p.5p,3D,1,3s2.3p.nd,a 3P*,0,E1,T6066LS,
,3297.933,,26700.0,D,56978.256,60010.458,3s2.3p.5p,3D,1,3s2.3p.nd,a 3P*,1,E1,T6066LS,
,3316.781,,855000.0,C+,54313.818,57328.789,3s2.3p.5s,3P*,1,3s2.3p.5p,3P,1,E1,T6066LS,
,3318.183,,1750000.0,B,54528.22,57541.918,3s2.3p.5s,3P*,2,3s2.3p.5p,3S,1,E1,T6066LS,
,3340.0,,749000.0,C+,58311.659,61305.67,3s2.3p.5p,1S,0,3s2.3p.5d,1P*,1,E1,T6066,
,3341.172,,77100.0,D+,57017.496,60010.458,3s2.3p.5p,3D,2,3s2.3p.nd,a 3P*,1,E1,T6066LS,
,3341.2,,26800.0,D+,54205.09,57198.027,3s2.3p.3d,3D*,2,3s2.3p.5p,3D,3,E1,T6066LS,
,3353.383,,3310000.0,C+,54313.818,57295.881,3s2.3p.5s,3P*,1,3s2.3p.5p,3P,0,E1,T6066LS,
,3360.78,,125000.0,D+,60010.458,62985.96,3s2.3p.nd,a 3P*,1,3s2.3p.(2P*<3/2>).6f,2[3/2],1,E1,T6066LS',
,3366.252,,5810.0,C,45293.629,48264.292,3s.3p3,3D*,2,3s2.3p.4p,3D,3,E1,T8363c22,
,3397.36,,161000.0,C,60042.5,62985.96,3s2.3p.nd,a 3P*,0,3s2.3p.(2P*<3/2>).6f,2[3/2],1,E1,T6066LS',
,3398.535,,46200.0,C,45321.848,48264.292,3s.3p3,3D*,3,3s2.3p.4p,3D,3,E1,T8363c22,
,3400.846,,202000.0,C,54257.582,57198.027,3s2.3p.3d,3D*,3,3s2.3p.5p,3D,3,E1,T6066LS,
,3401.339,,2380000.0,B,54528.22,57468.239,3s2.3p.5s,3P*,2,3s2.3p.5p,3P,2,E1,T6066LS,
,3402.425,,975.0,E,56978.256,59917.336,3s2.3p.5p,3D,1,3s2.3p.nd,a 3P*,2,E1,T6066LS,
,3409.45,,108000.0,D+,60848.946,63781.97,3s2.3p.5d,3F*,4,3s2.3p.(2P*<3/2>).7f,2[9/2],5,E1,T6066LS',
,3416.42,,2610000.0,B,54871.031,57798.072,3s2.3p.5s,1P*,1,3s2.3p.5p,1D,2,E1,T6066,
,3448.466,,14000.0,D,57017.496,59917.336,3s2.3p.5p,3D,2,3s2.3p.nd,a 3P*,2,E1,T6066LS,
,3501.106,,2670000.0,C,56780.427,59636.667,3s2.3p.5p,1P,1,3s2.3p.(2P*<3/2>).6s<1/2>,"(3/2,1/2)*",1,E1,T6066LS',
,3523.813,,135000.0,C+,47351.554,50189.389,3s2.3p.3d,1D*,2,3s2.3p.4p,1D,2,E1,T8363c22,
,3530.784,,30600.0,D+,54185.264,57017.496,3s2.3p.3d,3D*,1,3s2.3p.5p,3D,2,E1,T6066LS,
,3538.401,,6380.0,C,45276.188,48102.323,3s.3p3,3D*,1,3s2.3p.4p,3D,2,E1,T8363c22,
,3555.674,,139000.0,C,54205.09,57017.496,3s2.3p.3d,3D*,2,3s2.3p.5p,3D,2,E1,T6066LS,
,3558.72,,438000.0,C,60704.53,63514.533,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,3s2.3p.7d,3F*,4,E1,T6066LS',
,3560.374,,27900.0,C,45293.629,48102.323,3s.3p3,3D*,2,3s2.3p.4p,3D,2,E1,T8363c22,
,3570.703,,1140000.0,C+,54528.22,57328.789,3s2.3p.5s,3P*,2,3s2.3p.5p,3P,1,E1,T6066LS,
